ID,Name,Description,CLTS_BIPA,CLTS_Name
t_u0074u02BCu02D0,tʼː,,tʼː,long voiceless alveolar ejective stop consonant
ij_u0069u006A,ij,,,
tch_u0074u0320u0255u02B0,t̠ɕʰ,,,
dzh_u0064u0292u02B1u02D0,dʒʱː,,dʒʱː,long breathy voiced post-alveolar sibilant affricate consonant
kw_u006Bu02B7u0027,kʷ',,kʼʷ,labialized voiceless velar ejective stop consonant
mv_u0271u0076,ɱv,,,
iou_u0069u006Fu0075,iou,,,
a_u0251u0303,ɑ̃,,ɑ̃,nasalized unrounded open back vowel
ns_u006Eu0073,ns,,,
y_u028Eu0325,ʎ̥,,ʎ̥,devoiced voiced palatal lateral approximant consonant
kk_u006Bu006B,kk,,kk,from voiceless velar stop to voiceless velar stop cluster
khw_u03C7u02B7u02D0,χʷː,,χʷː,labialized long voiceless uvular fricative consonant
th_u03B8,θ,,θ,voiceless dental fricative consonant
g_u0067u02D0,gː,,gː,long voiced velar stop consonant
x_u0078,x,,x,voiceless velar fricative consonant
c_u0063,c,,c,voiceless palatal stop consonant
ei_u0065u0069u032F,ei̯,,ei̯,from unrounded close-mid front to non-syllabic unrounded close front diphthong
ia_u0069u0251,iɑ,,iɑ,from unrounded close front to unrounded open back diphthong
gw_u0263u02B7,ɣʷ,,ɣʷ,labialized voiced velar fricative consonant
nb_u004Eu0062,Nb,,,
hw_u0068u02B7,hʷ,,hʷ,labialized voiceless glottal fricative consonant
tl_u0074u026Cu0027,tɬ',,tɬʼ,voiceless alveolar ejective lateral affricate consonant
bb_u0062u0062,bb,,bb,from voiced bilabial stop to voiced bilabial stop cluster
oey_u0153u028F,œʏ,,œʏ,from rounded open-mid front to rounded near-close near-front diphthong
tw_u0074u032Au02B7,t̪ʷ,,t̪ʷ,labialized voiceless dental stop consonant
ea_u0065u0061,ea,,ea,from unrounded close-mid front to unrounded open front diphthong
e_u0065u02E4,eˤ,,eˤ,pharyngealized unrounded close-mid front vowel
_u0294,ʔ,,ʔ,voiceless glottal stop consonant
j_u029Du031E,ʝ̞,,ʝ̞,lowered voiced palatal fricative consonant
ng_u006Eu0067,ng,,ng,from voiced alveolar nasal to voiced velar stop cluster
ts_u0074u0283u033A,tʃ̺,,tʃ̺,voiceless apical post-alveolar sibilant affricate consonant
ntsh_u004Eu0074u033Bu0073u033Bu02B0,Nt̻s̻ʰ,,,
i_u0069u0303u02D0,ĩː,,ĩː,long nasalized unrounded close front vowel
ts_u0074u0073u033A,ts̺,,ts̺,voiceless apical alveolar sibilant affricate consonant
dlz_u0064u006Cu0292,dlʒ,,,
ljw_u006Cu02B2u02B7,lʲʷ,,lʲʷ,palatalized labialized voiced alveolar lateral approximant consonant
g_u0067,g,,g,voiced velar stop consonant
ia_u026Au032Fu0061,ɪ̯a,,ɪ̯a,from non-syllabic unrounded near-close near-front to unrounded open front diphthong
e_u0065u031D,e̝,,e̝,raised unrounded close-mid front vowel
dz_u0064u0292u02D0,dʒː,,dʒː,long voiced post-alveolar sibilant affricate consonant
ue_u0264u0065,ɤe,,ɤe,from unrounded close-mid back to unrounded close-mid front diphthong
dz_u0064u0290,dʐ,,ɖʐ,voiced retroflex sibilant affricate consonant
tsts_u0074u0073u0074u0073,tsts,,,
bj_u0253u02B2,ɓʲ,,ɓʲ,palatalized voiced bilabial implosive consonant
aeu_u00E6u02D0u028A,æːʊ,,æːʊ,from long unrounded near-open front to rounded near-close near-back diphthong
o_u006Fu0319,o̙,,o̙,retracted-tongue-root rounded close-mid back vowel
nj_u207Fu025F,ⁿɟ,,ⁿɟ,pre-nasalized voiced palatal stop consonant
tjnj_u0074u02B2u006Eu02B2,tʲnʲ,,,
mpj_u006Du0070u02B2,mpʲ,,mpʲ,from voiced bilabial nasal to palatalized voiceless bilabial stop cluster
oi_u006Fu0069,oi,,oi,from rounded close-mid back to unrounded close front diphthong
a_u0252u02D0,ɒː,,ɒː,long rounded open back vowel
d_u0257u02D0,ɗː,,ɗː,long voiced dental implosive consonant
u_u0075u0303u02D0,ũː,,ũː,long nasalized rounded close back vowel
n_u006Eu032A,n̪,,n̪,voiced dental nasal consonant
m_u006Du02E4,mˤ,,mˤ,pharyngealized voiced bilabial nasal consonant
nb_u207Fu0062,ⁿb,,ⁿb,pre-nasalized voiced bilabial stop consonant
eu_u025Bu0075,ɛu,,ɛu,from unrounded open-mid front to rounded close back diphthong
ts_u0074u0073u02D0,tsː,,tsː,long voiceless alveolar sibilant affricate consonant
wi_u026Fu0069,ɯi,,ɯi,from unrounded close back to unrounded close front diphthong
k_u006B,k,,k,voiceless velar stop consonant
i_u0069u0330u0303,ḭ̃,,ḭ̃,nasalized creaky unrounded close front vowel
qkh_u0071u03C7,qχ,,qχ,voiceless uvular affricate consonant
dz_u0256u0290,ɖʐ,,ɖʐ,voiced retroflex sibilant affricate consonant
j_u006Au0303,j̃,,j̃,nasalized voiced palatal approximant consonant
o_u006F,o,,o,rounded close-mid back vowel
z_u0292u02E4,ʒˤ,,ʒˤ,pharyngealized voiced post-alveolar sibilant fricative consonant
jh_u025Fu02B1,ɟʱ,,ɟʱ,breathy voiced palatal stop consonant
f_u0066,f,,f,voiceless labio-dental fricative consonant
nkh_u004Eu006Bu02B0,Nkʰ,,,
g_u0262,ɢ,,ɢ,voiced uvular stop consonant
e_u0065u0303u02E4,ẽˤ,,ẽˤ,pharyngealized nasalized unrounded close-mid front vowel
n_u006E,n,,n,voiced alveolar nasal consonant
ju_u006Au0075,ju,,,
jj_u025Fu029Du02D0,ɟʝː,,ɟʝː,long voiced palatal affricate consonant
ae_u0061u0065u032F,ae̯,,ae̯,from unrounded open front to non-syllabic unrounded close-mid front diphthong
io_u0069u006F,io,,io,from unrounded close front to rounded close-mid back diphthong
b_u0294u0062,ʔb,,ʔb,from voiceless glottal stop to voiced bilabial stop cluster
e_u0065u0324u02D0,e̤ː,,e̤ː,long breathy unrounded close-mid front vowel
u_u0075u0324,ṳ,,ṳ,breathy rounded close back vowel
dzh_u0064u007Au02B1u02D0,dzʱː,,dzʱː,long breathy voiced alveolar sibilant affricate consonant
tw_u0074u02B7u02BC,tʷʼ,,tʼʷ,labialized voiceless alveolar ejective stop consonant
tc_u0074u0255,tɕ,,tɕ,voiceless alveolo-palatal sibilant affricate consonant
wa_u026Fu0061,ɯa,,ɯa,from unrounded close back to unrounded open front diphthong
o_u006Fu02E4,oˤ,,oˤ,pharyngealized rounded close-mid back vowel
ey_u025Eu028Fu032F,ɞʏ̯,,ɞʏ̯,from rounded open-mid central to non-syllabic rounded near-close near-front diphthong
ei_u0065u0069,ei,,ei,from unrounded close-mid front to unrounded close front diphthong
z_u007Au0325,z̥,,z̥,devoiced voiced alveolar sibilant fricative consonant
oe_u0254u025C,ɔɜ,,ɔɜ,from rounded open-mid back to unrounded open-mid central diphthong
z_u0292u02E4u02D0,ʒˤː,,ʒˤː,pharyngealized long voiced post-alveolar sibilant fricative consonant
u_u0075u02D0,uː,,uː,long rounded close back vowel
ts_u0074u0283u02D0,tʃː,,tʃː,long voiceless post-alveolar sibilant affricate consonant
dh_u0256u02B1u02D0,ɖʱː,,ɖʱː,long breathy voiced retroflex stop consonant
r_u0279u033A,ɹ̺,,ɹ̺,voiced apical alveolar approximant consonant
oi_u006Fu0069u032F,oi̯,,oi̯,from rounded close-mid back to non-syllabic unrounded close front diphthong
_u025A,ɚ,,ə˞,rhotacized unrounded mid central vowel
n_u006Eu02E4,nˤ,,nˤ,pharyngealized voiced alveolar nasal consonant
jw_u006Au02B7,jʷ,,jʷ,labialized voiced palatal approximant consonant
dz_u0064u0320u0291u02D0,d̠ʑː,,,
uw_u0075u0077,uw,,,
kh_u006Bu02B0,kʰ,,kʰ,aspirated voiceless velar stop consonant
ua_u0075u0061,ua,,ua,from rounded close back to unrounded open front diphthong
u_u0075u02D0u0259,uːə,,uːə,from long rounded close back to unrounded mid central diphthong
uei_u0075u0065u0069,uei,,,
a_u0250u02D0,ɐː,,ɐː,long unrounded near-open central vowel
i_u0069u003A,i:,,iː,long unrounded close front vowel
jj_u006Au006A,jj,,,
s_u0283,ʃ,,ʃ,voiceless post-alveolar sibilant fricative consonant
kh_u03C7u02D0,χː,,χː,long voiceless uvular fricative consonant
ng_u006Eu032Au02E0,n̪ˠ,,n̪ˠ,velarized voiced dental nasal consonant
kw_u006Bu02BCu02B7,kʼʷ,,kʼʷ,labialized voiceless velar ejective stop consonant
bbh_u0062u0062u02B1,bbʱ,,bbʱ,from voiced bilabial stop to breathy voiced bilabial stop cluster
e_u0065u0324,e̤,,e̤,breathy unrounded close-mid front vowel
qw_u0071u02B7,qʷ,,qʷ,labialized voiceless uvular stop consonant
ll_u006Cu006C,ll,,,
kw_u006Bu02B7,kʷ,,kʷ,labialized voiceless velar stop consonant
aei_u00E6u026A,æɪ,,æɪ,from unrounded near-open front to unrounded near-close near-front diphthong
o_u006Fu02D0u0259,oːə,,oːə,from long rounded close-mid back to unrounded mid central diphthong
ei_u0065u026Au0303,eɪ̃,,eɪ̃,from unrounded close-mid front to nasalized unrounded near-close near-front diphthong
_u028Cu02D0,ʌː,,ʌː,long unrounded open-mid back vowel
je_u006Au025B,jɛ,,,
nw_u006Eu02B7,nʷ,,nʷ,labialized voiced alveolar nasal consonant
uo_u0264u006F,ɤo,,ɤo,from unrounded close-mid back to rounded close-mid back diphthong
fw_u0066u02B7u02D0,fʷː,,fʷː,labialized long voiceless labio-dental fricative consonant
s_u0073u02E4u02D0,sˤː,,sˤː,pharyngealized long voiceless alveolar sibilant fricative consonant
iu_u0069u0075,iu,,iu,from unrounded close front to rounded close back diphthong
pw_u0070u02B7u02BC,pʷʼ,,pʼʷ,labialized voiceless bilabial ejective stop consonant
tn_u1D57u006E,ᵗn,,,
ai_u0251u026A,ɑɪ,,ɑɪ,from unrounded open back to unrounded near-close near-front diphthong
qh_u0071u02B0,qʰ,,qʰ,aspirated voiceless uvular stop consonant
ui_u0075u026A,uɪ,,uɪ,from rounded close back to unrounded near-close near-front diphthong
kw_u006Bu02B7u02BCu02D0,kʷʼː,,kʼʷː,labialized long voiceless velar ejective stop consonant
bw_u03B2u02B7,βʷ,,βʷ,labialized voiced bilabial fricative consonant
vv_u028Bu028B,ʋʋ,,,
o_u0254u02D1,ɔˑ,,ɔˑ,mid-long rounded open-mid back vowel
ei_u025Bu026A,ɛɪ,,ɛɪ,from unrounded open-mid front to unrounded near-close near-front diphthong
a_u0250u0330,ɐ̰,,ɐ̰,creaky unrounded near-open central vowel
eg_u0065u02E0,eˠ,,eˠ,velarized unrounded close-mid front vowel
n_u0274,ɴ,,ɴ,voiced uvular nasal consonant
hj_u0068u02B2u02D0,hʲː,,hʲː,palatalized long voiceless glottal fricative consonant
lz_u026E,ɮ,,ɮ,voiced alveolar lateral fricative consonant
w_u0294u0077u0330,ʔw̰,,,
rj_u027Au02B2,ɺʲ,,ɺʲ,palatalized voiced alveolar lateral tap consonant
ag_u0061u02E0,aˠ,,aˠ,velarized unrounded open front vowel
o_u006Fu0303u02D0,õː,,õː,long nasalized rounded close-mid back vowel
oa_u006Fu0061,oa,,oa,from rounded close-mid back to unrounded open front diphthong
ue_u0075u0065,ue,,ue,from rounded close back to unrounded close-mid front diphthong
ao_u0251u006F,ɑo,,ɑo,from unrounded open back to rounded close-mid back diphthong
n_u006Eu02D0,nː,,nː,long voiced alveolar nasal consonant
r_u0281,ʁ,,ʁ,voiced uvular fricative consonant
dzh_u0064u0320u0291u02B1,d̠ʑʱ,,,
rw_u027Bu02B7,ɻʷ,,ɻʷ,labialized voiced retroflex approximant consonant
r_u027D,ɽ,,ɽ,voiced retroflex tap consonant
n_u02C0u006E,ˀn,,ˀn,pre-glottalized voiced alveolar nasal consonant
mf_u0271u0066,ɱf,,,
s_u0073u02E4,sˤ,,sˤ,pharyngealized voiceless alveolar sibilant fricative consonant
a_u0061u0330,a̰,,a̰,creaky unrounded open front vowel
u_u0075u0259u032F,uə̯,,uə̯,from rounded close back to non-syllabic unrounded mid central diphthong
t_u0074u032Au003A,t̪:,,t̪ː,long voiceless dental stop consonant
tch_u0074u0320u0255u02B0u02D0,t̠ɕʰː,,,
g_u0260,ɠ,,ɠ,voiced velar implosive consonant
r_u0281u02D0,ʁː,,ʁː,long voiced uvular fricative consonant
ee_u025Bu0065u032F,ɛe̯,,ɛe̯,from unrounded open-mid front to non-syllabic unrounded close-mid front diphthong
j_u006Au003A,j:,,jː,long voiced palatal approximant consonant
pj_u0070u02B2,pʲ,,pʲ,palatalized voiceless bilabial stop consonant
aeu_u00E6u0075,æu,,æu,from unrounded near-open front to rounded close back diphthong
s_u0073u02BC,sʼ,,sʼ,voiceless alveolar ejective sibilant fricative consonant
pp_u0070u0070,pp,,pp,from voiceless bilabial stop to voiceless bilabial stop cluster
u_u0075u0324u02D1,ṳˑ,,ṳˑ,mid-long breathy rounded close back vowel
o_u006Fu02E4u02D0,oˤː,,oˤː,long pharyngealized rounded close-mid back vowel
a_u0061u0330u0303,ã̰,,ã̰,nasalized creaky unrounded open front vowel
a_u0251u02D0u02E4,ɑːˤ,,ɑˤː,long pharyngealized unrounded open back vowel
a_u0251u02D0u02D0,ɑːː,,ɑː,long unrounded open back vowel
r_u0279u0329,ɹ̩,,ɹ̩,syllabic voiced alveolar approximant consonant
w_u02C0u0077,ˀw,,ˀw,pre-glottalized voiced labio-velar approximant consonant
tsj_u0074u0073u02B2,tsʲ,,tsʲ,palatalized voiceless alveolar sibilant affricate consonant
ou_u006Fu028Au0303,oʊ̃,,oʊ̃,from rounded close-mid back to nasalized rounded near-close near-back diphthong
r_u0072u02E4,rˤ,,rˤ,pharyngealized voiced alveolar trill consonant
iw_u0069u0077,iw,,,
a_u0061u0294,aʔ,,,
ae_u00E6u02D0u02E4,æːˤ,,æˤː,long pharyngealized unrounded near-open front vowel
e_u0065u0324u02D1,e̤ˑ,,e̤ˑ,mid-long breathy unrounded close-mid front vowel
gw_u0067u02B7,gʷ,,gʷ,labialized voiced velar stop consonant
gh_u0067u02B1u02D0,gʱː,,gʱː,long breathy voiced velar stop consonant
m_u02C0u006D,ˀm,,ˀm,pre-glottalized voiced bilabial nasal consonant
b_u03B2u02D0,βː,,βː,long voiced bilabial fricative consonant
eu_u0065u0075,eu,,eu,from unrounded close-mid front to rounded close back diphthong
k_u006Bu003A,k:,,kː,long voiceless velar stop consonant
ua_u0264u0251,ɤɑ,,ɤɑ,from unrounded close-mid back to unrounded open back diphthong
u_u0075u0259,uə,,uə,from rounded close back to unrounded mid central diphthong
z_u0292u030A,ʒ̊,,ʒ̊,devoiced voiced post-alveolar sibilant fricative consonant
m_u006Du003A,m:,,mː,long voiced bilabial nasal consonant
b_u0253u02D0,ɓː,,ɓː,long voiced bilabial implosive consonant
s_u0073u033A,s̺,,s̺,voiceless apical alveolar sibilant fricative consonant
nph_u004Eu0070u02B0,Npʰ,,,
bj_u03B2u02B2,βʲ,,βʲ,palatalized voiced bilabial fricative consonant
xw_u0078u02B7,xʷ,,xʷ,labialized voiceless velar fricative consonant
a_u0250u0303,ɐ̃,,ɐ̃,nasalized unrounded near-open central vowel
gb_u0067u0062,gb,,gb,voiced velar-and-bilabial stop consonant
oi_u0254u026A,ɔɪ,,ɔɪ,from rounded open-mid back to unrounded near-close near-front diphthong
mg_u006Du02E0,mˠ,,mˠ,velarized voiced bilabial nasal consonant
ts_u0074u0073,ts,,ts,voiceless alveolar sibilant affricate consonant
eg_u025Bu02E0,ɛˠ,,ɛˠ,velarized unrounded open-mid front vowel
o_u0254u0324u02D1,ɔ̤ˑ,,ɔ̤ˑ,mid-long breathy rounded open-mid back vowel
ngb_u0274u0067u0062,ɴgb,,ɴgb,from voiced uvular nasal to voiced velar-and-bilabial stop cluster
dz_u0064u007A,dz,,dz,voiced alveolar sibilant affricate consonant
io_u0069u0254,iɔ,,iɔ,from unrounded close front to rounded open-mid back diphthong
ndz_u004Eu0064u0291,Ndʑ,,,
lh_u006Cu02B1,lʱ,,lʱ,breathy voiced alveolar lateral approximant consonant
a_u0061u0303,ã,,ã,nasalized unrounded open front vowel
vj_u0076u02B2,vʲ,,vʲ,palatalized voiced labio-dental fricative consonant
u_u0289,ʉ,,ʉ,rounded close central vowel
kh_u006Bu02B0u02D0,kʰː,,kʰː,aspirated long voiceless velar stop consonant
tnw_u1D57u006Eu02B7,ᵗnʷ,,,
ng_u014Bu003A,ŋ:,,ŋː,long voiced velar nasal consonant
sj_u0283u02B2u02D0,ʃʲː,,ʃʲː,palatalized long voiceless post-alveolar sibilant fricative consonant
v_u0076u02D0,vː,,vː,long voiced labio-dental fricative consonant
ae_u00E6u02D1,æˑ,,æˑ,mid-long unrounded near-open front vowel
l_u006Cu032A,l̪,,l̪,voiced dental lateral approximant consonant
d_u0064u02D0,dː,,dː,long voiced alveolar stop consonant
wo_u0077u006F,wo,,,
b_u0062,b,,b,voiced bilabial stop consonant
h_u0266,ɦ,,ɦ,voiced glottal fricative consonant
s_u0073u033B,s̻,,s̻,voiceless laminal alveolar sibilant fricative consonant
yi_u0079u0069,yi,,yi,from rounded close front to unrounded close front diphthong
sh_u0073u02B0,sʰ,,sʰ,aspirated voiceless alveolar sibilant fricative consonant
ts_u0074u0283u02BCu02D0,tʃʼː,,tʃʼː,long voiceless post-alveolar ejective sibilant affricate consonant
d_u00F0,ð,,ð,voiced dental fricative consonant
lw_u006Cu02B7,lʷ,,lʷ,labialized voiced alveolar lateral approximant consonant
wai_u0077u0061u0069u032F,wai̯,,,
oa_u00F8u0251,øɑ,,øɑ,from rounded close-mid front to unrounded open back diphthong
lz_u006Cu0292,lʒ,,,
